WC1V7BN,51.518151,-0.113421,City of London
WC1V7PA,51.518008,-0.111939,City of London
WC1V7PB,51.518118,-0.112514,City of London
WC1V7PE,51.518092,-0.112166,City of London
WC1V7PP,51.518008,-0.111939,City of London
WC1V7PU,51.518127,-0.112640,City of London
WC1V7PX,51.518011,-0.111550,City of London
WC1V7PZ,51.517886,-0.111500,City of London
WC1V7QB,51.518008,-0.111939,City of London
WC1V7QD,51.518008,-0.111939,City of London
WC1V7QH,51.517724,-0.110930,City of London
WC1V7QJ,51.517652,-0.110948,City of London
WC1V7QT,51.517976,-0.112171,City of London
WC1V7QU,51.517966,-0.111004,City of London
WC2A1AF,51.517907,-0.113471,City of London
WC2A1AH,51.517642,-0.112127,City of London
WC2A1AL,51.517348,-0.111721,City of London
WC2A1AN,51.517642,-0.112127,City of London
WC2A1AP,51.517840,-0.112666,City of London
WC2A1EN,51.516211,-0.111915,City of London
WC2A1HL,51.517000,-0.112442,City of London
WC2A1HP,51.516757,-0.111904,City of London
WC2A1HR,51.516926,-0.111767,City of London
WC2A1JA,51.516501,-0.112203,City of London
WC2A1JE,51.516711,-0.112353,City of London
WC2A1JF,51.516881,-0.112331,City of London
WC2A1LA,51.515483,-0.111481,City of London
WC2A1LB,51.515612,-0.111580,City of London
WC2A1LF,51.513964,-0.110968,City of London
WC2A1LG,51.514394,-0.110921,City of London
WC2A1LR,51.514992,-0.111199,City of London
WC2A1LS,51.515483,-0.111481,City of London
WC2A1QS,51.517484,-0.112941,City of London
WC2A1QT,51.517484,-0.112941,City of London
WC2A1QU,51.517484,-0.112941,City of London
WC1A1AB,51.516386,-0.125165,Camden
WC1A1AD,51.517343,-0.124178,Camden
WC1A1AP,51.517361,-0.125413,Camden
WC1A1AW,51.516987,-0.127331,Camden
WC1A1BA,51.517019,-0.123586,Camden
WC1A1BH,51.516980,-0.125213,Camden
WC1A1BL,51.516855,-0.126429,Camden
WC1A1BN,51.516954,-0.125286,Camden
WC1A1BS,51.516677,-0.127099,Camden
WC1A1DB,51.516294,-0.129467,Camden
WC1A1DE,51.517156,-0.128221,Camden
WC1A1DG,51.516603,-0.127956,Camden
WC1A1EP,51.517223,-0.125682,Camden
WC1A1ES,51.517167,-0.126214,Camden
WC1A1EU,51.516987,-0.127331,Camden
WC1A1HB,51.516922,-0.128216,Camden
WC1A1HD,51.516729,-0.129201,Camden
WC1A1HH,51.516697,-0.129335,Camden
WC1A1HL,51.516632,-0.129911,Camden
WC1A1HP,51.516849,-0.129441,Camden
WC1A1HU,51.517252,-0.126344,Camden
WC1A1JB,51.517194,-0.127899,Camden
WC1A1JD,51.517717,-0.126898,Camden
WC1A1JH,51.516719,-0.125786,Camden
WC1A1JJ,51.516786,-0.125480,Camden
WC1A1JL,51.517508,-0.125497,Camden
WC1A1JN,51.517361,-0.125413,Camden
WC1A1JR,51.516395,-0.125165,Camden
WC1A1JS,51.516878,-0.125044,Camden
WC1A1JT,51.517600,-0.125652,Camden
WC1A1JU,51.517600,-0.125652,Camden
WC1A1LG,51.517910,-0.126039,Camden
WC1A1LH,51.517919,-0.126039,Camden
WC1A1LP,51.518015,-0.125721,Camden
WC1A1LQ,51.518113,-0.125786,Camden
WC1A1LT,51.517929,-0.125534,Camden
WC1A1LU,51.517929,-0.125548,Camden
WC1A1LY,51.517654,-0.125199,Camden
WC1A1NH,51.517341,-0.126282,Camden
WC1A1NJ,51.517530,-0.126415,Camden
WC1A1NL,51.517657,-0.126540,Camden
WC1A1NN,51.517740,-0.126666,Camden
WC1A1NP,51.517756,-0.126366,Camden
WC1A1NS,51.517643,-0.126223,Camden
WC1A1NT,51.517290,-0.125895,Camden
WC1A1NU,51.517135,-0.123523,Camden
WC1A1PB,51.516937,-0.124656,Camden
WC1A2AE,51.518775,-0.124462,Camden
WC1A2AH,51.517656,-0.122533,Camden
WC1A2AJ,51.517845,-0.121977,Camden
WC1A2AL,51.517607,-0.121699,Camden
WC1A2BP,51.518175,-0.122241,Camden
WC1A2DA,51.518192,-0.121704,Camden
WC1A2DB,51.518066,-0.121611,Camden
WC1A2EA,51.517947,-0.121486,Camden
WC1A2ED,51.517907,-0.122465,Camden
WC1A2EP,51.518681,-0.121381,Camden
WC1A2HH,51.517686,-0.126049,Camden
WC1A2HL,51.518247,-0.124627,Camden
WC1A2HN,51.517998,-0.125358,Camden
WC1A2HR,51.517487,-0.125901,Camden
WC1A2HS,51.518083,-0.125009,Camden
WC1A2JA,51.518092,-0.124475,Camden
WC1A2JB,51.518371,-0.124478,Camden
WC1A2JD,51.518181,-0.124976,Camden
WC1A2JH,51.518538,-0.124832,Camden
WC1A2JL,51.518557,-0.124312,Camden
WC1A2JR,51.518562,-0.124081,Camden
WC1A2JS,51.518072,-0.123784,Camden
WC1A2JU,51.518235,-0.123821,Camden
WC1A2JX,51.518353,-0.123946,Camden
WC1A2LA,51.517924,-0.124064,Camden
WC1A2LD,51.517962,-0.124235,Camden
WC1A2LH,51.518045,-0.124319,Camden
WC1A2LP,51.518561,-0.123447,Camden
WC1A2LS,51.518829,-0.123854,Camden
WC1A2NJ,51.518903,-0.123995,Camden
WC1A2NS,51.519379,-0.123835,Camden
WC1A2PJ,51.519717,-0.123057,Camden
WC1A2QA,51.519890,-0.122632,Camden
WC1A2QD,51.518697,-0.121236,Camden
WC1A2QH,51.518375,-0.121336,Camden
WC1A2QL,51.519888,-0.122657,Camden
WC1A2QN,51.519802,-0.122891,Camden
WC1A2QP,51.519985,-0.122480,Camden
WC1A2QR,51.518377,-0.121325,Camden
WC1A2QS,51.518377,-0.121325,Camden
WC1A2RA,51.518249,-0.122353,Camden
WC1A2RJ,51.518602,-0.123031,Camden
WC1A2RL,51.518133,-0.122528,Camden
WC1A2RN,51.518195,-0.122453,Camden
WC1A2RP,51.518038,-0.122636,Camden
WC1A2SA,51.517838,-0.124186,Camden
WC1A2SD,51.517958,-0.124553,Camden
WC1A2SE,51.517454,-0.124937,Camden
WC1A2SL,51.517427,-0.124362,Camden
WC1A2SN,51.517999,-0.123715,Camden
WC1A2TA,51.518216,-0.123119,Camden
WC1A2TH,51.517706,-0.123240,Camden
WC1B3AA,51.518137,-0.128970,Camden
WC1B3AD,51.517902,-0.128908,Camden
WC1B3AE,51.517872,-0.129298,Camden
